ngram	w1	w2	w3	w4	w5	n
waktu_tercepat_rata-rata_yang_diraih	waktu	tercepat	rata-rata	yang	diraih	3
waktu_tercepat_satu_menit_detik	waktu	tercepat	satu	menit	detik	3
waktu_tidak_lebih_dari_menit	waktu	tidak	lebih	dari	menit	3
waktu_tiga_bulan_ke_depan	waktu	tiga	bulan	ke	depan	3
waktu_tiga_sampai_enam_bulan	waktu	tiga	sampai	enam	bulan	3
waktu_yang_cukup_lama_dan	waktu	yang	cukup	lama	dan	3
waktu_yang_cukup_lama_karena	waktu	yang	cukup	lama	karena	3
waktu_yang_dibutuhkan_untuk_mencapai	waktu	yang	dibutuhkan	untuk	mencapai	3
waktu_yang_dibutuhkan_untuk_menyelesaikan	waktu	yang	dibutuhkan	untuk	menyelesaikan	3
waktu_yang_paling_tepat_untuk	waktu	yang	paling	tepat	untuk	3
waktu_yang_tepat_untuk_regenerasi	waktu	yang	tepat	untuk	regenerasi	3
yang_tercepat_dengan_catatan_waktu	yang	tercepat	dengan	catatan	waktu	3
10-bulan_adalah_waktu_paling_lama	10-bulan	adalah	waktu	paling	lama	2
ada_dalam_waktu_dekat_akan	ada	dalam	waktu	dekat	akan	2
ada_dan_tinggal_menunggu_waktu	ada	dan	tinggal	menunggu	waktu	2
ada_kelonggaran_waktu_bagi_para	ada	kelonggaran	waktu	bagi	para	2
ada_salahnya_meluangkan_waktu_sejenak	ada	salahnya	meluangkan	waktu	sejenak	2
ada_waktu_hari_lagi_untuk	ada	waktu	hari	lagi	untuk	2
ada_waktu_lagi_bagimu_menunda-nunda	ada	waktu	lagi	bagimu	menunda-nunda	2
adalah_satu_tahun_dengan_waktu	adalah	satu	tahun	dengan	waktu	2
adalah_waktu_paling_lama_yang	adalah	waktu	paling	lama	yang	2
adalah_waktu_yang_paling_tepat	adalah	waktu	yang	paling	tepat	2
agar_bisa_selesai_tepat_waktu	agar	bisa	selesai	tepat	waktu	2
agar_untuk_sementara_waktu_tidak	agar	untuk	sementara	waktu	tidak	2
air_laut_yang_beberapa_waktu	air	laut	yang	beberapa	waktu	2
akan_ada_kelonggaran_waktu_bagi	akan	ada	kelonggaran	waktu	bagi	2
akan_berbeda_waktu_yang_dibutuhkan	akan	berbeda	waktu	yang	dibutuhkan	2
akan_berlangsung_pada_pukul_waktu	akan	berlangsung	pada	pukul	waktu	2
akan_bertambah_dari_waktu_ke	akan	bertambah	dari	waktu	ke	2
akan_dibahas_dalam_waktu_dekat	akan	dibahas	dalam	waktu	dekat	2
akan_dibuka_dalam_waktu_dekat	akan	dibuka	dalam	waktu	dekat	2
akan_dicairkan_dalam_waktu_dekat	akan	dicairkan	dalam	waktu	dekat	2
akan_dilantik_dalam_waktu_dekat	akan	dilantik	dalam	waktu	dekat	2
akan_diluncurkan_dalam_waktu_dekat	akan	diluncurkan	dalam	waktu	dekat	2
akan_diterapkan_dalam_waktu_dekat	akan	diterapkan	dalam	waktu	dekat	2
akan_ditutup_pada_pukul_waktu	akan	ditutup	pada	pukul	waktu	2
akan_diumumkan_dalam_waktu_dekat	akan	diumumkan	dalam	waktu	dekat	2
akan_diupayakan_dalam_waktu_dekat	akan	diupayakan	dalam	waktu	dekat	2
akan_kami_lakukan_dalam_waktu	akan	kami	lakukan	dalam	waktu	2
akan_kita_lakukan_dalam_waktu	akan	kita	lakukan	dalam	waktu	2
akan_melatih_dalam_waktu_dekat	akan	melatih	dalam	waktu	dekat	2
akan_memakan_waktu_paling_lambat	akan	memakan	waktu	paling	lambat	2
akan_memakan_waktu_yang_lama	akan	memakan	waktu	yang	lama	2
akan_memberikan_waktu_tiga_bulan	akan	memberikan	waktu	tiga	bulan	2
akan_memerlukan_waktu_yang_cukup	akan	memerlukan	waktu	yang	cukup	2
akan_memikirkan_waktu_yang_tepat	akan	memikirkan	waktu	yang	tepat	2
akan_mempersingkat_waktu_tempuh_menjadi	akan	mempersingkat	waktu	tempuh	menjadi	2
akan_menguras_banyak_waktu_dan	akan	menguras	banyak	waktu	dan	2
akan_menjadi_ribu_pada_waktu	akan	menjadi	ribu	pada	waktu	2
akan_segera_dicairkan_dalam_waktu	akan	segera	dicairkan	dalam	waktu	2
akan_segera_dilaksa-nakan_dalam_waktu	akan	segera	dilaksa-nakan	dalam	waktu	2
akan_segera_direalisasikan_dalam_waktu	akan	segera	direalisasikan	dalam	waktu	2
akan_segera_terealisasi_dalam_waktu	akan	segera	terealisasi	dalam	waktu	2
akan_selesai_dalam_waktu_dua	akan	selesai	dalam	waktu	dua	2
akhir_batas_waktu_yang_telah	akhir	batas	waktu	yang	telah	2
akibat_longsor_beberapa_waktu_lalu	akibat	longsor	beberapa	waktu	lalu	2
akses_dan_waktu_tempuh_yang	akses	dan	waktu	tempuh	yang	2
album_pertama_dalam_waktu_dekat	album	pertama	dalam	waktu	dekat	2
apabila_dikonsumsi_dalam_waktu_lama	apabila	dikonsumsi	dalam	waktu	lama	2
aplikasi_dalam_satu_waktu_dengan	aplikasi	dalam	satu	waktu	dengan	2
artinya_partisipasi_harus_tepat_waktu	artinya	partisipasi	harus	tepat	waktu	2
atau_shalat_waktu_tanpa_putus	atau	shalat	waktu	tanpa	putus	2
ayahnya_pada_masa_paruh_waktu	ayahnya	pada	masa	paruh	waktu	2
babak_kualifikasi_membuat_catatan_waktu	babak	kualifikasi	membuat	catatan	waktu	2
bagaimana_ia_kerap_menghabiskan_waktu	bagaimana	ia	kerap	menghabiskan	waktu	2
bahwa_pihaknya_dalam_waktu_dekat	bahwa	pihaknya	dalam	waktu	dekat	2
bahwa_waktu_tidur_optimal_akan	bahwa	waktu	tidur	optimal	akan	2
baik_hati_pikiran_energi_waktu	baik	hati	pikiran	energi	waktu	2
bakal_memakan_waktu_cukup_lama	bakal	memakan	waktu	cukup	lama	2
balapan_setelah_membuat_waktu_tercepat	balapan	setelah	membuat	waktu	tercepat	2
banyak_lagi_punya_waktu_mustajab	banyak	lagi	punya	waktu	mustajab	2
banyak_menghabiskan_waktu_bersama_keluarga	banyak	menghabiskan	waktu	bersama	keluarga	2
banyak_menghabiskan_waktu_hidupnya_di	banyak	menghabiskan	waktu	hidupnya	di	2
banyak_waktu_dan_uang_yang	banyak	waktu	dan	uang	yang	2
banyak_waktu_dengan_orang-orang_yang	banyak	waktu	dengan	orang-orang	yang	2
banyak_waktu_para_penyelenggara_negara	banyak	waktu	para	penyelenggara	negara	2
banyak_waktu_untuk_memilih_kata	banyak	waktu	untuk	memilih	kata	2
banyak_waktu_untuk_mempersiapkan_program	banyak	waktu	untuk	mempersiapkan	program	2
banyak_waktu_untuk_menemukan_tempat	banyak	waktu	untuk	menemukan	tempat	2
banyak_waktu_yang_dibutuhkan_untuk	banyak	waktu	yang	dibutuhkan	untuk	2
baru_di_waktu_yang_akan	baru	di	waktu	yang	akan	2
batas_waktu_maksimal_empat_bulan	batas	waktu	maksimal	empat	bulan	2
batas_waktu_penyelesaian_pembebasan_lahan	batas	waktu	penyelesaian	pembebasan	lahan	2
batas_waktu_untuk_mengajukan_penghitungan	batas	waktu	untuk	mengajukan	penghitungan	2
batas_waktu_yang_ditentukan_belum	batas	waktu	yang	ditentukan	belum	2
batas_waktu_yang_ditentukan_maka	batas	waktu	yang	ditentukan	maka	2
batas_waktu_yang_ditentukan_masih	batas	waktu	yang	ditentukan	masih	2
batas_waktu_yang_ditetapkan_yakni	batas	waktu	yang	ditetapkan	yakni	2
beban_berat_dalam_waktu_yang	beban	berat	dalam	waktu	yang	2
beberapa_waktu_belakangan_ini_terus	beberapa	waktu	belakangan	ini	terus	2
beberapa_waktu_belakangan_ini_tidak	beberapa	waktu	belakangan	ini	tidak	2
beberapa_waktu_lalu_dalam_rangka	beberapa	waktu	lalu	dalam	rangka	2
beberapa_waktu_lalu_dana_yang	beberapa	waktu	lalu	dana	yang	2
beberapa_waktu_lalu_di_mana	beberapa	waktu	lalu	di	mana	2
beberapa_waktu_lalu_kali_ini	beberapa	waktu	lalu	kali	ini	2
beberapa_waktu_lalu_kami_sudah	beberapa	waktu	lalu	kami	sudah	2
beberapa_waktu_lalu_kata_dia	beberapa	waktu	lalu	kata	dia	2
beberapa_waktu_lalu_kembali_harmonis	beberapa	waktu	lalu	kembali	harmonis	2
beberapa_waktu_lalu_memang_memberikan	beberapa	waktu	lalu	memang	memberikan	2
beberapa_waktu_lalu_mengaku_sangat	beberapa	waktu	lalu	mengaku	sangat	2
beberapa_waktu_lalu_saat_berada	beberapa	waktu	lalu	saat	berada	2
beberapa_waktu_lalu_telah_dipanggil	beberapa	waktu	lalu	telah	dipanggil	2
beberapa_waktu_lalu_telah_menyatakan	beberapa	waktu	lalu	telah	menyatakan	2
beberapa_waktu_lalu_ternyata_tak	beberapa	waktu	lalu	ternyata	tak	2
beberapa_waktu_lalu_yang_telah	beberapa	waktu	lalu	yang	telah	2
beberapa_waktu_terakhir_mendapat_sorotan	beberapa	waktu	terakhir	mendapat	sorotan	2
beberapa_waktu_yang_lalu_ke	beberapa	waktu	yang	lalu	ke	2
belum_akan_dilakukan_dalam_waktu	belum	akan	dilakukan	dalam	waktu	2
belum_bisa_dilakukan_dalam_waktu	belum	bisa	dilakukan	dalam	waktu	2
belum_bisa_memastikan_kapan_waktu	belum	bisa	memastikan	kapan	waktu	2
bencana_banjir_beberapa_waktu_lalu	bencana	banjir	beberapa	waktu	lalu	2
berada_dalam_ruang_dan_waktu	berada	dalam	ruang	dan	waktu	2
berada_di_sana_tepat_waktu	berada	di	sana	tepat	waktu	2
berat_dalam_waktu_yang_lama	berat	dalam	waktu	yang	lama	2
berbeda_waktu_yang_dibutuhkan_untuk	berbeda	waktu	yang	dibutuhkan	untuk	2
berharap_dalam_waktu_dekat_ini	berharap	dalam	waktu	dekat	ini	2
berjalan_lancar_dan_tepat_waktu	berjalan	lancar	dan	tepat	waktu	2
berjalan_sejak_beberapa_waktu_lalu	berjalan	sejak	beberapa	waktu	lalu	2
berjalan_sesuai_dengan_waktu_yang	berjalan	sesuai	dengan	waktu	yang	2
berjanji_dalam_waktu_dekat_ini	berjanji	dalam	waktu	dekat	ini	2
berkembang_dari_dari_waktu_ke	berkembang	dari	dari	waktu	ke	2
berlangsung_dalam_kurun_waktu_yang	berlangsung	dalam	kurun	waktu	yang	2
berlangsung_hanya_dalam_kurun_waktu	berlangsung	hanya	dalam	kurun	waktu	2
berlibur_ini_bisa_menjadi_waktu	berlibur	ini	bisa	menjadi	waktu	2
bermain_imbang_di_waktu_normal	bermain	imbang	di	waktu	normal	2
bermasalah_pada_kurun_waktu_dan	bermasalah	pada	kurun	waktu	dan	2
beroperasi_resmi_dalam_waktu_sepekan	beroperasi	resmi	dalam	waktu	sepekan	2
berubah-ubah_dari_waktu_ke_waktu	berubah-ubah	dari	waktu	ke	waktu	2
berupa_gaji_selama_sisa_waktu	berupa	gaji	selama	sisa	waktu	2
berupaya_agar_dalam_waktu_dekat	berupaya	agar	dalam	waktu	dekat	2
besok_untuk_sementara_waktu_diliburkan	besok	untuk	sementara	waktu	diliburkan	2
biasanya_karena_durasi_waktu_mengisapnya	biasanya	karena	durasi	waktu	mengisapnya	2
bila_dikonsumsi_pada_waktu_perut	bila	dikonsumsi	pada	waktu	perut	2
bisa_awet_dalam_waktu_lama	bisa	awet	dalam	waktu	lama	2
bisa_digunakan_dalam_jangka_waktu	bisa	digunakan	dalam	jangka	waktu	2
bisa_digunakan_untuk_sementara_waktu	bisa	digunakan	untuk	sementara	waktu	2
bisa_direalisasikan_dalam_waktu_dekat	bisa	direalisasikan	dalam	waktu	dekat	2
bisa_diselesaikan_dalam_waktu_yang	bisa	diselesaikan	dalam	waktu	yang	2
bisa_ditempuh_dalam_waktu_jam	bisa	ditempuh	dalam	waktu	jam	2
bisa_ditempuh_dalam_waktu_menit	bisa	ditempuh	dalam	waktu	menit	2
bisa_menjadi_waktu_yang_tepat	bisa	menjadi	waktu	yang	tepat	2
bukan_waktu_singkat_mempersiapkan_hajat	bukan	waktu	singkat	mempersiapkan	hajat	2
bukan_waktu_yang_singkat_bagi	bukan	waktu	yang	singkat	bagi	2
bukanlah_waktu_favorit_untuk_berwisata	bukanlah	waktu	favorit	untuk	berwisata	2
butuh_waktu_bertahun-tahun_untuk_mengakhiri	butuh	waktu	bertahun-tahun	untuk	mengakhiri	2
butuh_waktu_dua_tahun_untuk	butuh	waktu	dua	tahun	untuk	2
butuh_waktu_kurang_lebih_satu	butuh	waktu	kurang	lebih	satu	2
butuh_waktu_lama_jajaran_kepolisian	butuh	waktu	lama	jajaran	kepolisian	2
butuh_waktu_lama_membuatnya_selain	butuh	waktu	lama	membuatnya	selain	2
butuh_waktu_lima_tahun_untuk	butuh	waktu	lima	tahun	untuk	2
butuh_waktu_menit_untuk_mengatasi	butuh	waktu	menit	untuk	mengatasi	2
butuh_waktu_sekitar_jam_untuk	butuh	waktu	sekitar	jam	untuk	2
butuh_waktu_tahun_untuk_eksis	butuh	waktu	tahun	untuk	eksis	2
catatannya_kami_rapat_dan_waktu	catatannya	kami	rapat	dan	waktu	2
cenderung_banyak_menghabiskan_waktu_hidupnya	cenderung	banyak	menghabiskan	waktu	hidupnya	2
cenderung_naik_dari_waktu_ke	cenderung	naik	dari	waktu	ke	2
cepat_dari_waktu_yang_direncanakan	cepat	dari	waktu	yang	direncanakan	2
cuma_butuh_waktu_tahun_untuk	cuma	butuh	waktu	tahun	untuk	2
da-lam_waktu_dekat_akan_segera	da-lam	waktu	dekat	akan	segera	2
daerah_dalam_waktu_dekat_ini	daerah	dalam	waktu	dekat	ini	2
daerah_itu_hanya_dalam_waktu	daerah	itu	hanya	dalam	waktu	2
dalam_beberapa_waktu_terakhir_mendapat	dalam	beberapa	waktu	terakhir	mendapat	2
dalam_jangka_waktu_dua_bulan	dalam	jangka	waktu	dua	bulan	2
dalam_jangka_waktu_empat_tahun	dalam	jangka	waktu	empat	tahun	2
dalam_jangka_waktu_lama_dan	dalam	jangka	waktu	lama	dan	2
dalam_jangka_waktu_paling_lama	dalam	jangka	waktu	paling	lama	2
dalam_jangka_waktu_paling_lambat	dalam	jangka	waktu	paling	lambat	2
dalam_jangka_waktu_satu_tahun	dalam	jangka	waktu	satu	tahun	2
dalam_jangka_waktu_sepuluh_tahun	dalam	jangka	waktu	sepuluh	tahun	2
dalam_jangka_waktu_yang_relatif	dalam	jangka	waktu	yang	relatif	2
dalam_kurun_waktu_hari_sejak	dalam	kurun	waktu	hari	sejak	2
dalam_kurun_waktu_hari_setelah	dalam	kurun	waktu	hari	setelah	2
dalam_kurun_waktu_lima_hari	dalam	kurun	waktu	lima	hari	2
dalam_kurun_waktu_setahun_ini	dalam	kurun	waktu	setahun	ini	2
dalam_kurun_waktu_tahun_mendatang	dalam	kurun	waktu	tahun	mendatang	2
dalam_kurun_waktu_terdapat_kasus	dalam	kurun	waktu	terdapat	kasus	2
dalam_kurun_waktu_tiga_hingga	dalam	kurun	waktu	tiga	hingga	2
dalam_kurun_waktu_yang_lama	dalam	kurun	waktu	yang	lama	2
dalam_kurun_waktu_yang_tak	dalam	kurun	waktu	yang	tak	2
dalam_kurun_waktu_yang_tidak	dalam	kurun	waktu	yang	tidak	2
dalam_perjalanan_selama_kurun_waktu	dalam	perjalanan	selama	kurun	waktu	2
dalam_rentang_waktu_lima_tahun	dalam	rentang	waktu	lima	tahun	2
dalam_rentang_waktu_panjang_itu	dalam	rentang	waktu	panjang	itu	2
dalam_sebulan_dengan_waktu_menit	dalam	sebulan	dengan	waktu	menit	2
dalam_semalam_merupakan_waktu_yang	dalam	semalam	merupakan	waktu	yang	2
dalam_sidang_beberapa_waktu_lalu	dalam	sidang	beberapa	waktu	lalu	2
dalam_waktu_beberapa_jam_saja	dalam	waktu	beberapa	jam	saja	2
dalam_waktu_bulan_ke_depan	dalam	waktu	bulan	ke	depan	2
dalam_waktu_de-kat_akan_dilakukan	dalam	waktu	de-kat	akan	dilakukan	2
dalam_waktu_de-kat_ini_sudah	dalam	waktu	de-kat	ini	sudah	2
dalam_waktu_dekat_ada_progress	dalam	waktu	dekat	ada	progress	2
dalam_waktu_dekat_adalah_membuat	dalam	waktu	dekat	adalah	membuat	2
dalam_waktu_dekat_akan_di	dalam	waktu	dekat	akan	di	2
dalam_waktu_dekat_akan_dilaksanakan	dalam	waktu	dekat	akan	dilaksanakan	2
dalam_waktu_dekat_akan_dimulai	dalam	waktu	dekat	akan	dimulai	2
dalam_waktu_dekat_akan_diserahkan	dalam	waktu	dekat	akan	diserahkan	2
dalam_waktu_dekat_akan_diundang	dalam	waktu	dekat	akan	diundang	2
dalam_waktu_dekat_akan_kami	dalam	waktu	dekat	akan	kami	2
dalam_waktu_dekat_akan_meluncurkan	dalam	waktu	dekat	akan	meluncurkan	2
dalam_waktu_dekat_akan_memanggil	dalam	waktu	dekat	akan	memanggil	2
dalam_waktu_dekat_akan_turun	dalam	waktu	dekat	akan	turun	2
dalam_waktu_dekat_bisa_segera	dalam	waktu	dekat	bisa	segera	2
dalam_waktu_dekat_dewan_kota	dalam	waktu	dekat	dewan	kota	2
dalam_waktu_dekat_ini_adalah	dalam	waktu	dekat	ini	adalah	2
dalam_waktu_dekat_ini_alat	dalam	waktu	dekat	ini	alat	2
dalam_waktu_dekat_ini_atau	dalam	waktu	dekat	ini	atau	2
dalam_waktu_dekat_ini_baru	dalam	waktu	dekat	ini	baru	2
dalam_waktu_dekat_ini_beberapa	dalam	waktu	dekat	ini	beberapa	2
dalam_waktu_dekat_ini_belum	dalam	waktu	dekat	ini	belum	2
dalam_waktu_dekat_ini_berencana	dalam	waktu	dekat	ini	berencana	2
dalam_waktu_dekat_ini_berkas	dalam	waktu	dekat	ini	berkas	2
dalam_waktu_dekat_ini_dapat	dalam	waktu	dekat	ini	dapat	2
dalam_waktu_dekat_ini_dengan	dalam	waktu	dekat	ini	dengan	2
dalam_waktu_dekat_ini_dia	dalam	waktu	dekat	ini	dia	2
dalam_waktu_dekat_ini_hasil	dalam	waktu	dekat	ini	hasil	2
dalam_waktu_dekat_ini_jelasnya	dalam	waktu	dekat	ini	jelasnya	2
dalam_waktu_dekat_ini_karena	dalam	waktu	dekat	ini	karena	2
dalam_waktu_dekat_ini_kasus	dalam	waktu	dekat	ini	kasus	2
dalam_waktu_dekat_ini_menyatakan	dalam	waktu	dekat	ini	menyatakan	2
dalam_waktu_dekat_ini_pemerintah	dalam	waktu	dekat	ini	pemerintah	2
dalam_waktu_dekat_ini_puluhan	dalam	waktu	dekat	ini	puluhan	2
dalam_waktu_dekat_ini_sejumlah	dalam	waktu	dekat	ini	sejumlah	2
dalam_waktu_dekat_ini_tegas	dalam	waktu	dekat	ini	tegas	2
dalam_waktu_dekat_ini_tepatnya	dalam	waktu	dekat	ini	tepatnya	2
dalam_waktu_dekat_ini_terang	dalam	waktu	dekat	ini	terang	2
dalam_waktu_dekat_ini_tidak	dalam	waktu	dekat	ini	tidak	2
dalam_waktu_dekat_ini_ujarnya	dalam	waktu	dekat	ini	ujarnya	2
dalam_waktu_dekat_ini_ungkapnya	dalam	waktu	dekat	ini	ungkapnya	2
dalam_waktu_dekat_ini_yakni	dalam	waktu	dekat	ini	yakni	2
dalam_waktu_dekat_juga_akan	dalam	waktu	dekat	juga	akan	2
dalam_waktu_dekat_kepolisian_akan	dalam	waktu	dekat	kepolisian	akan	2
dalam_waktu_dekat_pemkab_akan	dalam	waktu	dekat	pemkab	akan	2
dalam_waktu_dekat_pihaknya_bersama	dalam	waktu	dekat	pihaknya	bersama	2
dalam_waktu_dekat_sebelum_masa	dalam	waktu	dekat	sebelum	masa	2
dalam_waktu_dekat_segera_direalisasikan	dalam	waktu	dekat	segera	direalisasikan	2
dalam_waktu_dekat_segera_terlaksana	dalam	waktu	dekat	segera	terlaksana	2
dalam_waktu_dua_hari_saja	dalam	waktu	dua	hari	saja	2
dalam_waktu_dua_hingga_tiga	dalam	waktu	dua	hingga	tiga	2
dalam_waktu_dua_sampai_tiga	dalam	waktu	dua	sampai	tiga	2
dalam_waktu_dua_tahun_ke	dalam	waktu	dua	tahun	ke	2
dalam_waktu_dua_tahun_terakhir	dalam	waktu	dua	tahun	terakhir	2
dalam_waktu_hanya_beberapa_menit	dalam	waktu	hanya	beberapa	menit	2
dalam_waktu_kurang_dari_detik	dalam	waktu	kurang	dari	detik	2
dalam_waktu_kurang_dari_lima	dalam	waktu	kurang	dari	lima	2
dalam_waktu_kurang_dari_satu	dalam	waktu	kurang	dari	satu	2
dalam_waktu_kurang_dari_setahun	dalam	waktu	kurang	dari	setahun	2
dalam_waktu_kurang_lebih_menit	dalam	waktu	kurang	lebih	menit	2
dalam_waktu_lama_maka_akan	dalam	waktu	lama	maka	akan	2
dalam_waktu_satu_bulan_setelah	dalam	waktu	satu	bulan	setelah	2
dalam_waktu_satu_jam_menit	dalam	waktu	satu	jam	menit	2
dalam_waktu_satu_jam_saja	dalam	waktu	satu	jam	saja	2
dalam_waktu_sekitar_dua_bulan	dalam	waktu	sekitar	dua	bulan	2
dalam_waktu_seminggu_ke_depan	dalam	waktu	seminggu	ke	depan	2
dalam_waktu_sepekan_ke_depan	dalam	waktu	sepekan	ke	depan	2
dalam_waktu_singkat_bisa_menyebabkan	dalam	waktu	singkat	bisa	menyebabkan	2
dalam_waktu_tiga_bulan_ke	dalam	waktu	tiga	bulan	ke	2
dalam_waktu_tiga_bulan_masa	dalam	waktu	tiga	bulan	masa	2
dalam_waktu_yang_bersamaan_tim	dalam	waktu	yang	bersamaan	tim	2
dalam_waktu_yang_lama_ternyata	dalam	waktu	yang	lama	ternyata	2
dalam_waktu_yang_lebih_singkat	dalam	waktu	yang	lebih	singkat	2
dalam_waktu_yang_tidak_sebentar	dalam	waktu	yang	tidak	sebentar	2
dan_akan_memakan_waktu_yang	dan	akan	memakan	waktu	yang	2
dan_berkembang_dari_waktu_ke	dan	berkembang	dari	waktu	ke	2
dan_butuh_waktu_cukup_lama	dan	butuh	waktu	cukup	lama	2
dan_butuh_waktu_yang_cukup	dan	butuh	waktu	yang	cukup	2
dan_dalam_kurun_waktu_yang	dan	dalam	kurun	waktu	yang	2
dan_dalam_waktu_dekat_segera	dan	dalam	waktu	dekat	segera	2
dan_kawan-kawan_memiliki_waktu_empat	dan	kawan-kawan	memiliki	waktu	empat	2
dan_memakan_waktu_yang_cukup	dan	memakan	waktu	yang	cukup	2
dan_patra_tempat_waktu_dan	dan	patra	tempat	waktu	dan	2
dan_tidak_butuh_waktu_lama	dan	tidak	butuh	waktu	lama	2
dan_waktu_itu_korban_ada	dan	waktu	itu	korban	ada	2
dan_waktu_tempuh_yang_hanya	dan	waktu	tempuh	yang	hanya	2
dapat_hadir_tepat_waktu_tukasnya	dapat	hadir	tepat	waktu	tukasnya	2
daratan_pada_rentang_waktu_sesudahnya	daratan	pada	rentang	waktu	sesudahnya	2
dari_batas_waktu_tersebut_maka	dari	batas	waktu	tersebut	maka	2
dari_dari_waktu_ke_waktu	dari	dari	waktu	ke	waktu	2
dari_segi_biaya_dan_waktu	dari	segi	biaya	dan	waktu	2
dari_waktu_ke_waktu_dari	dari	waktu	ke	waktu	dari	2
dari_waktu_ke_waktu_dengan	dari	waktu	ke	waktu	dengan	2
dari_waktu_ke_waktu_di	dari	waktu	ke	waktu	di	2
dari_waktu_ke_waktu_katanya	dari	waktu	ke	waktu	katanya	2
dari_waktu_ke_waktu_mengikuti	dari	waktu	ke	waktu	mengikuti	2
dari_waktu_ke_waktu_ujarnya	dari	waktu	ke	waktu	ujarnya	2
datang_tepat_waktu_ke_tempat	datang	tepat	waktu	ke	tempat	2
demikian_dalam_waktu_dekat_ini	demikian	dalam	waktu	dekat	ini	2
demokrasi_menjamin_kesejahteraan_dalam_waktu	demokrasi	menjamin	kesejahteraan	dalam	waktu	2
dengan_batas_waktu_yang_dijadwalkan	dengan	batas	waktu	yang	dijadwalkan	2
dengan_batas_waktu_yang_telah	dengan	batas	waktu	yang	telah	2
dengan_catatan_waktu_detik_yang	dengan	catatan	waktu	detik	yang	2
dengan_harian_ini_beberapa_waktu	dengan	harian	ini	beberapa	waktu	2
dengan_itu_dalam_waktu_dekat	dengan	itu	dalam	waktu	dekat	2
dengan_jangka_waktu_lima_tahun	dengan	jangka	waktu	lima	tahun	2
dengan_jangka_waktu_tahun_dan	dengan	jangka	waktu	tahun	dan	2
dengan_perolehan_waktu_tercepat_satu	dengan	perolehan	waktu	tercepat	satu	2
dengan_rutin_selama_kurun_waktu	dengan	rutin	selama	kurun	waktu	2
dengan_sisa_waktu_yang_ada	dengan	sisa	waktu	yang	ada	2
dengan_torehan_waktu_satu_menit	dengan	torehan	waktu	satu	menit	2
dengan_waktu_istirahat_sehari_bisa	dengan	waktu	istirahat	sehari	bisa	2
dengan_waktu_menit_dalam_sehari	dengan	waktu	menit	dalam	sehari	2
dengan_waktu_pendekatan_satu_minggu	dengan	waktu	pendekatan	satu	minggu	2
dengan_waktu_satu_menit_detik	dengan	waktu	satu	menit	detik	2
dengan_waktu_terbaik_menit_detik	dengan	waktu	terbaik	menit	detik	2
dengan_waktu_yang_ada_sekarang	dengan	waktu	yang	ada	sekarang	2
dengan_waktu_yang_cukup_lama	dengan	waktu	yang	cukup	lama	2
dengan_waktu_yang_sudah_ditentukan	dengan	waktu	yang	sudah	ditentukan	2
dewan_kota_beberapa_waktu_lalu	dewan	kota	beberapa	waktu	lalu	2
di_lokasi_dan_waktu_yang	di	lokasi	dan	waktu	yang	2
di_luar_waktu_unjuk_rasa	di	luar	waktu	unjuk	rasa	2
di_media_sosial_beberapa_waktu	di	media	sosial	beberapa	waktu	2
di_sisa_waktu_detik_kuarter	di	sisa	waktu	detik	kuarter	2
di_sisa_waktu_empat_menit	di	sisa	waktu	empat	menit	2
di_televisi_beberapa_waktu_lalu	di	televisi	beberapa	waktu	lalu	2
di_waktu_yang_hampir_sama	di	waktu	yang	hampir	sama	2
dibangun_hanya_dalam_waktu_hari	dibangun	hanya	dalam	waktu	hari	2
dibuka_sejak_beberapa_waktu_lalu	dibuka	sejak	beberapa	waktu	lalu	2
dibutuhkan_waktu_yang_cukup_lama	dibutuhkan	waktu	yang	cukup	lama	2
dicarter_jatuh_sekitar_pukul_waktu	dicarter	jatuh	sekitar	pukul	waktu	2
dieksekusi_dalam_waktu_dekat_ini	dieksekusi	dalam	waktu	dekat	ini	2
digelar_sejak_beberapa_waktu_lalu	digelar	sejak	beberapa	waktu	lalu	2
digunakan_dalam_jangka_waktu_yang	digunakan	dalam	jangka	waktu	yang	2
diharapkan_dalam_waktu_dekat_akan	diharapkan	dalam	waktu	dekat	akan	2
diharapkan_dalam_waktu_dekat_ini	diharapkan	dalam	waktu	dekat	ini	2
dikembalikan_dalam_jangka_waktu_tahun	dikembalikan	dalam	jangka	waktu	tahun	2
dikerjakan_dalam_waktu_kurang_lebih	dikerjakan	dalam	waktu	kurang	lebih	2
dikirimkan_dalam_waktu_minggu_terakhir	dikirimkan	dalam	waktu	minggu	terakhir	2
dikonfirmasi_harian_ini_beberapa_waktu	dikonfirmasi	harian	ini	beberapa	waktu	2
dilakukan_dalam_waktu_dekat_setelah	dilakukan	dalam	waktu	dekat	setelah	2
dilakukan_dalam_waktu_dekat_ujar	dilakukan	dalam	waktu	dekat	ujar	2
dilakukan_dalam_waktu_dekat_ungkap	dilakukan	dalam	waktu	dekat	ungkap	2
dilakukan_pada_pukul_waktu_setempat	dilakukan	pada	pukul	waktu	setempat	2
dilakukan_sampai_batas_waktu_yang	dilakukan	sampai	batas	waktu	yang	2
dilantik_dalam_waktu_dekat_ini	dilantik	dalam	waktu	dekat	ini	2
dimulai_dalam_waktu_dekat_ini	dimulai	dalam	waktu	dekat	ini	2
dimulai_pada_pukul_waktu_setempat	dimulai	pada	pukul	waktu	setempat	2
